FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
798	Soep op vleesbasis bereid pakje	Soup meat basis dried packet rts	A0722 A0735 A0865 B1201	
365	Soep ossestaart-		A0722 A0735 A0865 B1161	
1374	Soep tarhana Turks bereid pakje	Soup tarhana dried packet Turkish rts	A0722 A0735 A0865 B1579	
366	Soep tomaten-		A0722 A0735 A0865 B1276	
542	Soep tomaten-groente- maaltijd Unox		A0722 A0735 A0865 B1276	
579	Soep uien- Franse Heinz		A0722 A0735 A0865 B1300	
908	Soepballetjes blik	Forcemeat balls for soup canned	A0793 B1161	
911	Soepballetjes blik Hoy		A0793 B1161	
910	Soepballetjes blik Unox		A0793 B1161	
904	Soepballetjes Lupack		A0793 B1161	
1915	Soes ongevuld	Eclair without filling	A0458 A0632 A0695 A0729 A0821 B1713	
1475	Soes slagroom-	Eclair with whipped cream filling	A0202 A0458 A0632 A0695 A0729 A0768 A0821 B1713	
1506	Soesje kaas-	Eclair cheese cream filled	A0458 A0632 A0695 A0729 A0768 A0821 B1713	
1093	Sojabrokjes neutraal pak Krokamix Zonnatura	Soya chunks plain dried Krokamix	A0800 B1452	
871	Sojapasta miso	Miso soy paste	A0831 B1452	
1289	Sondevoeding En+ vloeibaar Clinifeed		A0871 B0001	
1036	Sondevoeding Lac- vloeibaar Clinifeed	Enteral food lactose-free liquid Clinife	A0871 B0001	
1033	Sondevoeding standaard vloeibaar Clinifeed	Enteral food standard liquid Clinifeed	A0871 B0001	
683	Sopropo rauw	Gourd bitter sopropo raw	A0825 B1719	
646	Spaghetti Bolognaise diepvries	Spaghetti Bolognese frozen	A0861 B1312	
373	Spaghetti m kaas en tomatensaus blik	Spaghetti with cheese and tomato sauce	A0861 B1312	
578	Spaghetti met tomatensaus Heinz		A0861 B1312	
261	Speculaas	Spice biscuit speculaas	A0135 A0695 A0821 B1312 C0208 E0147 F0001 G0003 H0117 H0272 H0361 J0001 K0003 M0001 N0001 P0024	
855	Speculaas gevulde	Biscuit spiced almond paste filled	A0135 A0695 A0821 B1312	
1391	Spek mager bereid	Bacon lean ready to serve	A0150 A0714 A0794 B1136 C0175 E0131 F0003 G0026 H0003 J0003 K0003 M0001 N0001 P0024	
639	Spek ontbijt-	Bacon rashers streaky	A0150 A0714 A0794 B1136 C0268 E0151 F0003 G0001 H0253 J0108 K0003 M0001 N0001 P0024 Z0046	
1775	Spek ontbijt- gegrild	Bacon rashers streaky grilled	A0150 A0714 A0794 B1136 C0268 E0151 F0003 G0006 H0253 J0108 K0003 M0001 N0001 P0024 Z0046	
342	Spek vers mager rauw		A0150 A0714 A0794 B1136 C0175 E0131 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1297	Spek vers vet bereid	Bacon prepared	A0150 A0714 A0794 B1136 C0125 E0131 F0003 G0026 H0003 J0003 K0003 M0001 N0001 P0024	
343	Spek vers vet rauw	Bacon fat raw	A0150 A0714 A0794 B1136 C0175 E0131 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
482	Spekkie	Foam sweets	A0838 B1012	
1567	Speklap m zwoerd bereid	Bacon rasher with rind prepared	A0150 A0714 A0794 B1136 C0267 E0131 F0003 G0026 H0003 J0003 K0003 M0001 N0001 P0024	
1432	Speklap rauw	Rasher of bacon raw	A0150 A0714 A0794 B1136 C0175 E0131 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1566	Speklap z zwoerd bereid	Bacon rasher without rind prepared	A0150 A0714 A0794 B1136 C0268 E0131 F0003 G0026 H0003 J0003 K0003 M0001 N0001 P0024	
651	Spinazie à la crème diepvries gekookt	Spinach creamed frozen boiled	A0152 A0705 A0825 B1420 C0200 E0152 F0014 G0015 G0042 H0241 H0296 J0001 K0003 M0001 N0001 P0024	
140	Spinazie blik/glas	Spinach canned	A0152 A0705 A0825 B1420 C0200 E0151 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
146	Spinazie diepvries	Spinach frozen	A0152 A0705 A0825 B1420 C0200 E0152 F0018 G0042 H0001 J0136 K0003 M0001 N0001 P0024	
52	Spinazie gekookt	Spinach boiled	A0152 A0705 A0825 B1420 C0200 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024	
1146	Spinazie gesneden diepvries onbereid	Spinach cut frozen unprepared	A0152 A0705 A0825 B1420 C0200 E0152 F0018 G0042 H0001 J0136 K0003 M0001 N0001 P0024	
51	Spinazie rauw	Spinach raw	A0152 A0705 A0825 B1420 C0200 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
2042	Sportdrank AA-Drink High Energy	Sports drink AA High Energy	A0842 B0001	
2041	Sportdrank AA-Drink Isotone	Sports drink AA Isotone	A0842 B0001	
2043	Sportdrank AA-Drink Multi Nine	Sports drink AA Multi Nine	A0842 B0001	
2040	Sportdrank AA-Drink Sportwater	Sports drink AA Sportwater	A0842 B0001	
2218	Sportdrank Extran Energy	Sports drink Extran Energy	A0842 B0001	
2219	Sportdrank Extran Refresh	Sports drink Extran Refresh	A0842 B0001	
989	Sportpreparaat E+ Kh+ drank poeder Powerplay Wander		A0842 B0001	
990	Sportpreparaat E+ Kh+ drank vloeibaar Powerplay Wander		A0842 B0001	
1345	Sportpreparaat eiwitdrank per 100 ml Extran Nutricia		A0842 B0001	
986	Sportpreparaat energiedrank poeder Champenergie		A0842 B0001	
985	Sportpreparaat energiedrank poeder Champproviant		A0842 B0001	
987	Sportpreparaat poeder Champmineral		A0842 B0001	
733	Spread groente-	Vegetable spread Betuwe Vital	A0859 B1347	
574	Spread sandwich- komkommer	Cucumber spread	A0859 B1347	
575	Spread sandwich- naturel	Sandwich spread	A0859 B1347	
262	Spritsstukken	Short biscuit Dutch	A0821 B1312	
1607	Sprotfilet gerookt	Sprat fillet smoked	A0803 B1235	
1147	Spruitjes diepvries gekookt	Brussel sprouts frozen boiled	A0152 A0705 A0825 B1611 C0151 E0150 F0014 G0015 G0042 H0241 J0001 K0003 M0001 N0001 P0024	
55	Spruitjes gekookt	Brussel sprouts boiled	A0152 A0705 A0825 B1611 C0151 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024	
564	Spruitjes rauw	Brussel sprouts raw	A0152 A0705 A0825 B1611 C0151 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
627	Stamppot boerenkool instant bereid	Kale curly w mashed potatoes instant rts	A0852 B1218	
647	Stamppot boerenkool m worst	Kale curly w mashed potatoes and sausage	A0861 B1218	
1483	Stamppot boerenkool z vlees bereid	Kale curly w mashed potatoes wo meat rte	A0861 B1218	
1531	Stamppot rauwe andijvie z vlees bereid	Endive raw with mashed potatoes rte	A0861 B1218	
628	Stamppot wortel en ui instant bereid	Hotchpotch carrots/onions instant rts	A0861 B1218	
1485	Stamppot wortel/ui z vlees bereid	Hotchpotch carrots/onions wo meat rte	A0861 B1218	
629	Stamppot zuurkool instant bereid	Sauerkraut with mashed potatoes rts	A0861 B1218	
1191	Stamppot zuurkool m worst	Sauerkraut w mash potatoes and sausage	A0852 B1218	
1486	Stamppot zuurkool z vlees bereid	Sauerkraut with mashed potatoes rte	A0861 B1218	
126	Sterkers rauw	Cress garden raw	A0152 A0705 A0825 B2270 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
2133	Stimulance Multi Fibre Mix Nutricia	Stimulance Multi Fibre Mix	A0869 B0001	
357	Stokvis geweekt	Stockfish soaked	A0803 B1423	
523	Stophoest	Cough drops Stophoest	A0835 B1012	
1995	Stresson Multi Fibre per 100 ml Nutricia	Preparation Stresson Multi Fibre p 100 m	A0869 B1041	
1994	Stresson per 100 ml Nutricia	Preparation Stresson per 100 ml	A0869 B1041	
427	Stroop appel-	Syrup apple	A0834 B1140	
1651	Stroop gerstemout- glas	Sirup barley malt	A0836 B1230	
376	Stroop huishoud-	Syrup golden	A0836 B1012	
745	Stroop huishoud- gem	Syrup golden average	A0836 B1012	
378	Stroop keuken-	Syrup treacle	A0836 B1012	
1652	Stroop maismout- glas	Syrup maize malt	A0836 B1012	
379	Stroop melasse-	Syrup molasses	A0836 B1012	
1653	Stroop rijstmout- glas	Syrup rice malt	A0836 B1322	
381	Stroop suiker-	Syrup sugar	A0836 B1012	
2089	Struisvogelvlees rauw	Ostrich, raw	A0273 A0715 A0795 B2118 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
205	Studentenhaver	Mixed nuts and raisins	A0823 B1213	
374	Suiker basterd- bruine	Sugar soft brown	A0118 A0697 A0836 B1370	
375	Suiker basterd- witte	Sugar soft white	A0118 A0697 A0836 B1370	
377	Suiker kristal-	Sugar white	A0118 A0697 A0836 B1370 C0157 E0143 F0001 G0001 H0001 J0001 K0001 M0001 N0003 P0024	
1730	Suplena En+ E- electrolyt- per 100 ml Abbott	Drink En+/l protein/l electrolyt Suplena	A0842 B1041	
1737	Suprotal poeder Friesland Nutrition	Mod protein preparation Suprotal	A0869 B0001	
251	Taart appel- van zandtaartdeeg	Apple pie Dutch	A0458 A0632 A0695 A0729 A0821 B1312	
256	Taart crème au beurre-	Gateau with butter-cream filling	A0458 A0632 A0695 A0821 B1312	
1533	Taart hartige v bladerdeeg m groente/kaas/ei	Pie puff pastry w vegetables/cheese/egg	A0458 A0632 A0695 A0729 A0821 B1312	
1493	Taart hartige v brooddeeg m groente/kaas/ei	Pie with vegetables/cheese/ham filling	A0458 A0632 A0695 A0729 A0821 B1312	
835	Taart kwark-	Sponge cake with Fromage frais filling	A0458 A0632 A0695 A0729 A0821 B1312	
1479	Taart Mon Chou-	Sponge cake with filling Mon Chou	A0458 A0632 A0695 A0729 A0821 B1312	
1476	Taart schuim- m crème au beurre	Meringue with butter-cream	A0458 A0632 A0695 A0821 B1012	
255	Taart slagroom-	Gateau with whipped cream	A0458 A0632 A0695 A0729 A0821 B1312	
854	Taart vruchten- van biscuitdeeg m slagroom	Puff pastry w whipped cream	A0458 A0632 A0695 A0821 B1012	
2010	Taart vruchten- van cakedeeg	Fruit-pie made of cake paste	A0458 A0632 A0695 A0821 B1312	
2009	Taart vruchten- van zandgebak	Fruit-pie made of short cake	A0458 A0632 A0695 A0821 B1312	
2272	Taartbodem van biscuitdeeg	Puff pastry	A0458 A0632 A0695 A0821 B1457	
687	Tahoe	Tahoe soya curd	A0152 A0704 A0825 B1452 C0133 E0147 F0014 G0003 H0130 J0001 K0003 M0001 N0001 P0024	
2110	Tajer gekookt	Taro boiled	A0152 A0705 A0829 B1636 C0240 E0150 F0014 G0015 H0003 J0001 K0003 M0001 N0001 P0024 P0078	
668	Tajer rauw	Taro raw	A0152 A0705 A0829 B1636 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
684	Tajerblad rauw	Taro leaves raw	A0152 A0705 A0825 B1636 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
694	Tamarinde	Tamarind	A0143 A0707 A0833 B1695 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
219	Tapioca	Tapioca raw	A0125 A0706 A0813 B1352 C0203 E0122 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1015	Tarwe gebroken bulgur onbereid	Bulgur wheat raw	A0125 A0696 A0814 B1312 C0133 E0100 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
221	Tarwegries gaar		A0125 A0696 A0814 B1312	
59	Taugé gekookt	Mung bean sprouts boiled	A0152 A0705 A0825 B1395 C0183 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
58	Taugé rauw	Mung bean sprouts raw	A0152 A0705 A0825 B1395 C0183 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
688	Tempé	Tempeh fermented soya beans	A0831 B1452	
2116	Tentrini Energy Multi Fibre p 100 ml Nutricia	Pef Tentrini Energy Multi Fibre p 100 ml	A0869 B0001	
2217	Tentrini Energy p 100 ml Nutricia	Pef Tentrini Energy  p 100 ml	A0869 B0001	
2117	Tentrini Multi Fibre p 100 ml Nutricia	Pef Tentrini Multi Fibre p 100 ml	A0869 B0001	
2114	Tentrini p 100 ml Nutricia	Pef Tentrini p 100 ml	A0869 B0001	
645	Thee bereid	Tea ready to drink	A0268 A0710 A0845 B1623 C0200 E0123 F0014 G0036 H0138 J0116 K0003 M0001 N0001 P0024	
2299	Tilapia rauw	Tilapia raw	A0267 A0717 A0801 B2434 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
472	Tjap tjoi z rijst	Chop-suey Indonesian style without rice	A0825 B1347	
1323	Toast krokant pak Croquine Liga		A0820 B1312	
1008	Toetje met room kuip Mona	Dairy dessert with cream averaged Mona	A0864 B1201	
461	Toffee	Toffees	A0835 B1012	
569	Toffee crisp	Toffee crisp bar	A0835 B1012	
61	Tomaat gekookt	Tomatoes boiled	A0152 A0705 A0825 B1276 C0139 E0150 F0014 G0014 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
1397	Tomaat gestoofd	Tomatoes steamed with margarine	A0152 A0705 A0825 B1276 C0139 E0131 F0014 G0026 H0001 J0001 K0003 M0001 N0001 P0024	
2293	Tomaat in blik	Tomatoes canned	A0152 A0705 A0825 B1276	
60	Tomaat rauw	Tomatoes raw	A0152 A0705 A0825 B1276 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
468	Tompouce	Cream puff pastry mille-feuille	A0202 A0458 A0632 A0695 A0821 B1201	
1619	Tong bereid in magnetron z toev	Sole prepared in microwave oven	A0802 B1032	
2298	Tong rauw	Sole raw	A0802 B1032	
100	Tong vlees rauw		A0802 B1032	
1589	Tonijn in olie blik	Tuna in oil canned	A0267 A0717 A0803 B1269 C0268 E0125 F0014 G0001 H0003 J0123 K0021 M0151 N0001 P0024	
1590	Tonijn in water blik	Tuna in water canned	A0267 A0717 A0803 B1269 C0268 E0125 F0014 G0001 H0003 J0123 K0018 M0151 N0001 P0024	
2297	Tonijn rauw	Tuna raw	A0267 A0717 A0801 B1269 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
247	Toost		A0820 B1312	
555	Topping m suiker opgeklopt Klop-Klop	Topping with sugar whipped Klop Klop	A0123 A0788 B1017	
291	Topping m suiker poeder Klop-Klop	Non dairy cream w sugar powder	A0123 A0788 B1017	
1817	Tortellini koelverse maaltijd	Tortellini fresh cooled meal	A0852 B1312	
1366	Tulumba tatliçi gebak Turks	Tulumba tatliçi Turkish cake	A0821 B1047	
1364	Turks snoep	Turkish sweet	A0838 B1012	
1377	Türlü groenteschotel m vlees Turks bereid	Türlü vegetable dish with meat Turkish	A0852 B1347	
1371	Tursu tafelzuur Turks	Tursu pickled vegetables Turkish	A0860 B1347	
192	Tuttifrutti gedroogd	Fruit mixed dried	A0143 A0707 A0834 B1140 C0213 E0116 F0003 G0003 H0138 J0141 K0003 M0001 N0001 P0024	
2294	Twenty four Ultra Light	Twenty four Ultra Light low fat spread	A0807 B1017	
845	Twix	Twix candybar	A0835 B1012	
1393	Ui gebakken	Onions fried in margarine	A0152 A0705 A0825 B1300 C0240 E0152 F0014 G0026 H0001 J0001 K0003 M0001 N0001 P0024	
64	Ui gekookt	Onions boiled	A0152 A0705 A0825 B1300 C0240 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
1124	Ui gekookt Summer Season		A0152 A0705 A0825 B1300	
63	Ui rauw	Onions raw	A0152 A0705 A0825 B1300 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
144	Uien zilver- zoetzuur glas	Silver-skin onions sweet pickled glass	A0271 A0705 A0827 B1300 C0240 E0150 F0014 G0003 H0151 H0158 H0190 H0200 J0001 K0010 M0001 N0001 P0024	
1158	Uien zilver- zoetzuur Na- glas	Onion cocktail sweet pickled low sod	A0271 A0705 A0827 B1300 C0240 E0150 F0014 G0003 H0151 H0158 H0190 H0200 J0001 K0010 M0001 N0001 P0024 P0077	
1159	Uien zilver- zoetzuur z suiker glas	Onion cocktail sweet pickled wo sugar	A0271 A0705 A0827 B1300 C0240 E0150 F0014 G0003 H0151 H0190 H0200 H0202 J0001 K0029 M0001 N0001 P0024	
1484	Uitjes gefrituurd zak	Onions deep fat fried sachet	A0152 A0705 A0825 B1300 C0240 E0152 F0014 G0029 H0001 J0001 K0003 M0001 N0001 P0024	
1313	Umer kuip	Fermented milk Umer	A0783 B1201	
2283	Valess gehakt mild gekruid onbereid	Valess minced unprepared	A0800 B1201	
2282	Valess gepaneerde producten onbereid	Valess crumbed unprepared	A0800 B1201	
2281	Valess ongepaneerde producten excl gehakt onbereid	Valess not crumbed not minced unprepared	A0800 B1201	
1551	Varkensbraadworst bereid	Pork frying sausage prepared	A0150 A0714 A0798 B1136	
1417	Varkensbraadworst rauw	Pork frying sausage raw	A0150 A0714 A0798 B1136	
1693	Varkensfilet met champignons Na - Champignonpork	Pork fillet w mushrooms l sodium	A0150 A0714 A0794 B1136	
1552	Varkensfiletlappen bereid	Pork fillet prepared	A0150 A0714 A0794 B1136 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1418	Varkensfiletlappen rauw	Pork fillet raw	A0150 A0714 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1553	Varkensfricandeau bereid	Pork fricandeau part of leg prepared	A0150 A0714 A0794 B1136 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1772	Varkensfricandeau gebraden	Pork fricandeau fried	A0150 A0714 A0794 B1136 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1419	Varkensfricandeau rauw	Pork fricandeau part of leg raw	A0150 A0714 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1556	Varkenshaas bereid	Pork tenderloin prepared	A0150 A0714 A0794 B1136 C0269 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0217	
1422	Varkenshaas rauw	Pork tenderloin raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0217	
1558	Varkenshaaskarbonade bereid	Pork loin chop prepared	A0150 A0714 A0794 B1136 C0269 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0023	
1424	Varkenshaaskarbonade rauw	Pork loin chop raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0023	
1554	Varkenshamlappen bereid	Pork steak prepared	A0150 A0714 A0794 B1136 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1420	Varkenshamlappen rauw	Pork steak raw	A0150 A0714 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1557	Varkenshamschijf bereid	Pork gammon prepared	A0150 A0714 A0794 B1136	
1423	Varkenshamschijf rauw	Pork gammon raw	A0150 A0714 A0794 B1136	
1561	Varkenskrabbetjes bereid	Pork spare rib prepared	A0150 A0714 A0794 B1136	
1427	Varkenskrabbetjes rauw	Pork spare rib raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0023	
1646	Varkenslappen bereid	Pork steak/chop prepared	A0150 A0714 A0794 B1136	
1562	Varkensnasivlees bereid	Pork chopped stewing meat prepared	A0150 A0714 A0794 B1136	
1428	Varkensnasivlees rauw	Pork chopped stewing meat raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1563	Varkensoester bereid	Pork tenderloin medaillon prepared	A0150 A0714 A0794 B1136	
1429	Varkensoester rauw	Pork tenderloin medaillon raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0217	
1647	Varkensribkarbonade bereid	Pork rib chop prepared	A0150 A0714 A0794 B1136	
1788	Varkensribkarbonade rauw	Pork rib chop raw	A0150 A0714 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0023	
1789	Varkensschnitzel ongepaneerd bereid	Pork schnitzel not breaded prepared	A0150 A0714 A0794 B1136	
1790	Varkensschnitzel ongepaneerd rauw	Pork schnitzel not breaded raw	A0150 A0714 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1425	Varkensschouder-/halskarbonade rauw	Pork shoulder chop raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0043	
1559	Varkensschouderkarbonade bereid	Pork shoulder chop prepared	A0150 A0714 A0794 B1136	
1564	Varkensschouderlappen bereid	Pork shoulder prepared	A0150 A0714 A0794 B1136	
1430	Varkensschouderlappen rauw	Pork shoulder raw	A0150 A0714 A0794 B1136 C0269 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 Z0043	
778	Varkensvlees <10 g vet bereid	Pork <10 g fat prepared	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1670	Varkensvlees <10 g vet bereid gemiddeld	Pork <10% fat prepared	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
102	Varkensvlees <5 g vet rauw		A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1667	Varkensvlees <5 g vet rauw gemiddeld	Pork <5% fat raw	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1669	Varkensvlees >15 g vet rauw gemiddeld	Pork >15% fat raw	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
776	Varkensvlees >19 g vet bereid		A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1672	Varkensvlees >19 g vet bereid gemiddeld	Pork >19% fat prepared	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
103	Varkensvlees >24 g vet rauw		A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
777	Varkensvlees 10-19 g vet bereid		A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1671	Varkensvlees 10-19 g vet bereid gemiddeld	Pork 10-19% fat prepared	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
101	Varkensvlees 15-24 g vet rauw		A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1296	Varkensvlees 5-14 g vet rauw		A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1668	Varkensvlees 5-14 g vet rauw gemiddeld	Pork 5-14% fat raw	A0150 A0714 A0794 B1136 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
967	Venkel gekookt	Fennel boiled	A0152 A0705 A0825 B1262 C0238 E0133 F0014 G0015 H0003 J0003 K0003 M0001 N0001 P0024 P0078	
849	Venkel rauw	Fennel raw	A0152 A0705 A0825 B1262 C0238 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
82	Vermicelli onbereid	Vermicelli raw	A0815 B1312	
415	Vermouth zoete	Vermouth	A0224 A0713 A0849 B1329 C0140 E0123 F0001 G0003 H0136 H0227 H0232 H0253 H0332 J0001 K0003 M0130 N0040 P0024	
1800	Vet bak- en braad- >20-40 g linolzuur	Cooking fat >20-40 g linoleic acid	A0805 B1017	
732	Vet bak- en braad- >40-60 g linolzuur	Cooking fat >40-60 g linoleic acid	A0805 B1017	
309	Vet bak- en braad- 0-20 g linolzuur	Cooking fat 0-20 g linoleic acid	A0805 B1017	
1864	Vet bak- en braad kuipje Gouda's Glorie	Cooking fat tub Gouda's Glorie	A0805 B1017	
1862	Vet bak- en braad pakje Albert Heijn	Cooking fat packet Albert Heijn	A0805 B1017	
1863	Vet bak- en braad pakje Becel	Cooking fat packet Becel	A0805 B1017	
311	Vet bak- en braad- pakje Croma	Cooking fat packet Croma	A0805 B1017	
1525	Vet bak- en braad- pakje Reform	Cooking fat Reform	A0805 B1017	
1865	Vet bak- en braad pakje Sense	Cooking fat packet Sense	A0805 B1017	
1866	Vet bak- en braad pakje Wajang	Cooking fat packet Wajang	A0805 B1017	
1801	Vet bak- en braad- vloeibaar	Cooking fat liquid	A0805 B1017	
907	Vet frituur- 0-40 g linolzuur	Frying fat 0-40 g linoleic acid	A0805 B1017	
905	Vet frituur- 0-40 linolz 50-300 chol	Frying fat 0-40 g linoleic acid 50-300 m	A0805 B1017	
1867	Vet frituur hard pakje Albert Heijn	Frying fat hard packet Albert Heijn	A0805 B1017	
1379	Vet frituur- vloeibaar >40 g linolzuur	Frying fat liquid >40 g linoleic acid	A0805 B1017	
1869	Vet frituur, hard pakje Diamant	Frying fat hard packet Diamant	A0805 B1017	
1871	Vet frituur, hard pakje Edah	Frying fat hard packet Edah	A0805 B1017	
1872	Vet frituur, hard pakje Fritella	Frying fat hard packet Fritella	A0805 B1017	
1873	Vet frituur, hard pakje Gouda's Glorie	Frying fat hard packet Gouda's Glorie	A0805 B1017	
1874	Vet frituur, hard pakje Ossewit	Frying fat hard packet Ossewit	A0805 B1017	
1875	Vet frituur, hard pakje Resi	Frying fat hard packet Resi	A0805 B1017	
1868	Vet frituur, vloeibaar fles Becel	Frying fat liquid bottle Becel	A0805 B1017	
1870	Vet frituur, vloeibaar fles Diamant	Frying fat liquid bottle Diamant	A0805 B1017	
315	Vet rund- uitgesmolten	Beef fat	A0129 A0714 A0810 B1201	
314	Vet varkens- uitgesmolten	Lard	A0129 A0714 A0810 B1136 C0190 E0119 F0014 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1216	Ve-tsin	Monosodium glutamate	A0857 B3165	
416	Vieux	Brandy Dutch vieux	A0120 A0713 A0850 B3324 C0005 E0123 F0014 G0003 H0150 H0227 H0232 H0270 J0001 K0003 M0130 N0040 P0024	
193	Vijgen gedroogd	Figs dried	A0143 A0707 A0834 B1302 C0140 E0150 F0003 G0003 H0138 J0141 K0003 M0001 N0001 P0024	
1010	Vijgen vers	Figs fresh	A0143 A0707 A0833 B1302 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1571	Vink blinde kalfs- bereid	Veal olive prepared	A0714 A0794 B1349	
1437	Vink blinde kalfs- rauw	Veal olive raw	A0714 A0794 B1349	
1565	Vink sla- bereid	Kromesky meat filled prepared	A0714 A0794 B1136	
773	Vink sla- bereid	Kromensky meat filled prepared	A0714 A0794 B1136	
1431	Vink sla- rauw	Kromesky meat filled raw	A0714 A0794 B1136	
114	Vis mager 0-2 g vet rauw	Fish lean 0-2 g fat raw	A0267 A0717 A0801 B1222 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0190	
115	Vis matig vet >2-10 g vet rauw	Fish medium fat > 2-10 g fat raw	A0267 A0717 A0801 B1222 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0186	
