FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
116	Vis vet >10 g vet rauw	Fish fat > 10 g fat raw	A0267 A0717 A0801 B1222 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0182	
814	Vissticks gebakken	Fish fingers fried	A0267 A0717 A0801 B1023 C0268 E0147 F0014 G0025 H0188 H0319 K0003 M0001 N0001 P0024	
815	Vissticks onbereid	Fish fingers uncooked	A0267 A0717 A0801 B1023 C0268 E0147 F0003 G0003 H0188 H0319 J0136 K0003 M0001 N0001 P0024	
705	Vitamine Actifral 10 dragee		A0870 B1041	
509	Vitamine C per tablet		A0870 B1041	
506	Vitamine Dagravit B-complex per dragee		A0870 B1041	
707	Vitamine Dagravit Totaal 15 dragee		A0870 B1041	
1258	Vitamine Dagravit Totaal 30 per dragee		A0870 B1041	
706	Vitamine Dagravit Totaal 8 per druppel		A0870 B1041	
505	Vitamine Davitamon 10 per dragee		A0870 B1041	
503	Vitamine Davitamon A/D olie per druppel		A0870 B1041	
502	Vitamine Davitamon A/D olie per parel		A0870 B1041	
508	Vitamine Davitamon A/D per tablet		A0870 B1041	
504	Vitamine Davitamon A/D water per druppel		A0870 B1041	
708	Vitamine Dohyfral AD-letten per tablet		A0870 B1041	
709	Vitamine Dohyfral compleet dragee		A0870 B1041	
979	Vitamine Supradyn per tablet		A0870 B1041	
2207	Vivonex TEN poeder Novartis	Of Vivonex TEN powder Novartis	A0869 B1041	
914	Vla advokaat-bitterkoekjes- kuip Mona		A0148 A0721 A0778 B1201	
478	Vla chocolade- magere	Chocolate custard low fat	A0148 A0721 A0778 B1201 C0235 E0119 F0014 G0003 H0158 H0228 H0231 H0247 H0279 J0120 K0003 M0001 N0001 P0024	
276	Vla chocolade- volle	Chocolate custard full fat	A0148 A0721 A0778 B1201 C0235 E0119 F0014 G0003 H0158 H0228 H0231 H0279 J0120 K0003 M0001 N0001 P0024	
2267	Vla magere m zoetstof Optimel	Custard no fat with sweeteners	A0148 A0721 A0778 B1201 C0235 E0103 F0014 G0003 H0100 H0146 H0202 H0227 H0248 J0131 J0135 K0003 M0001 N0001 P0024	
1957	Vla slagroom-	Custard with whipped cream	A0148 A0721 A0778 B1201 C0235 E0103 F0014 G0003 H0100 H0146 H0158 H0227 H0296 J0131 J0135 K0003 M0001 N0001 P0024	
477	Vla vanille- magere	Custard vanilla low fat	A0148 A0721 A0778 B1201 C0235 E0103 F0014 G0003 H0100 H0146 H0158 H0227 H0247 J0131 J0135 K0003 M0001 N0001 P0024	
282	Vla vanille- volle	Custard vanilla full fat	A0148 A0721 A0778 B1201 C0235 E0103 F0014 G0003 H0100 H0146 H0158 H0227 J0131 J0135 K0003 M0001 N0001 P0024	
1720	Vla volle overige smaken	Custard several flavours full fat	A0148 A0721 A0778 B1201 C0235 E0103 F0014 G0003 H0100 H0146 H0158 H0227 J0131 J0135 K0003 M0001 N0001 P0024	
1478	Vlaai kruimel-	Flan with shortbread crumbs	A0821 B1312	
489	Vlaai rijste-	Flan filled with rice pudding	A0821 B1312	
486	Vlaai vruchten-	Flan with fruit filling	A0821 B1312	
1917	Vlaaibodem Limburgse	Flan bottom	A0821 B1312	
749	Vlaaivulling blik	Flan filling canned	A0834 B1140	
534	Vlaflip Jolly		A0148 A0721 A0778 B1201	
1676	Vlees <5 g vet excl lever rauw gemiddeld	Meat averaged >5% fat	A0150 A0714 A0793 B1000 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047 Z0183	
1677	Vlees >5 g vet excl lever rauw gemiddeld	Meat averaged >5% fat raw	A0150 A0714 A0793 B1000 C0268 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 Z0047 Z0182	
345	Vlees gemiddeld vet gem		A0150 A0714 A0793 B1000	
346	Vlees mager gem rauw		A0150 A0714 A0793 B1000	
1513	Vleesvervanger aan stokje/kebab vegetarisch onbereid	Kebab vegetarian stick raw Tivall	A0800 B1452	
1908	Vleeswaren <10 g vet excl lever gemiddeld	Processed meat prod <10g fat excl liver	A0150 A0714 A0797 B1105	
1211	Vleeswaren <10 g vet gemiddeld	Processed meat products <10 g fat	A0150 A0714 A0797 B1105	
1911	Vleeswaren >30 g vet excl leverprod gemiddeld	Processed meat prod >30g fat ex liver	A0150 A0714 A0797 B1136	
1151	Vleeswaren >30 g vet gemiddeld	Processed meat products > 30% fat	A0150 A0714 A0797 B1136	
1172	Vleeswaren 10-20 g vet gemiddeld	Processed meat products 10-20% fat	A0150 A0714 A0797 B1105	
1910	Vleeswaren 20-30 g vet excl leverprod gemiddeld	Processed meat prod 20-30g fat ex liver	A0150 A0714 A0797 B1105	
1171	Vleeswaren 20-30 g vet gemiddeld	Processed meat products 20-30% fat	A0150 A0714 A0797 B1105	
1907	Vleeswaren excl leverproducten gemiddeld	Processed meat prod excl liver average	A0150 A0714 A0797 B1105	
344	Vleeswaren gemiddeld	Processed meat products averaged	A0150 A0714 A0797 B1105	
1185	Vleeswaren Na- <10 g vet		A0150 A0714 A0797 B1105	
1658	Vleeswaren Na- <10 g vet excl lever(prod)	Processed meat prod l sodium <10% fat	A0150 A0714 A0797 B1105	
1175	Vleeswaren Na- 10-20 g vet		A0150 A0714 A0797 B1105	
1659	Vleeswaren Na- 10-20 g vet excl lever(prod)	Processed meat prod l sodium 10-20% fat	A0150 A0714 A0797 B1105	
1163	Vleeswaren Na- 20-30 g vet		A0150 A0714 A0797 B1105	
1660	Vleeswaren Na- 20-30 g vet	Processed meat prod l sodium 20-30% fat	A0150 A0714 A0797 B1105	
1240	Vleeswaren Na- gem		A0150 A0714 A0797 B1105	
1661	Vleeswaren Na- gemiddeld	Processed meat prod l sodium averaged	A0150 A0714 A0797 B1105	
433	Vlokken chocolade- melk	Chocolate flakes milk	A0839 B1012	
435	Vlokken chocolade- puur	Chocolate flakes plain	A0839 B1012	
1018	Vlokken rogge- geplet	Rye flakes rolled	A0125 A0696 A0814 B1313 C0155 E0147 F0014 G0003 H0138 H0274 J0116 K0003 M0001 N0001 P0024	
1467	Vocht van vruchtenconserven blik/glas	Fruit syrup from can	A0143 A0707 A0834 B1140 C0229 E0109 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
1482	Voedingsbiscuit choco-tarwe crunch Switch Liga		A0821 B1312	
1709	Voedingsbiscuit Evergreen Evergo choco Liga	Biscuits with chocolate Evergreen Evergo	A0821 B1219	
1532	Voedingsbiscuit honing-muesli crunch Switch Liga		A0821 B1312	
1320	Voedingsbiscuit krenten-haver crunch Switch Liga		A0821 B1312	
2226	Voedingsbiscuit Liga Continue		A0821 B1312	
1318	Voedingsbiscuit Liga Eerste Stap	Rusk Liga Eerste Stap	A0821 B1338	
873	Voedingsbiscuit Liga Evergreen krenten	Biscuits with currants Liga Evergreen	A0821 B1219	
1356	Voedingsbiscuit Liga Evergreen ov smaken	Biscuits several flavours Liga Evergreen	A0821 B1219	
1321	Voedingsbiscuit Liga FruitKick abrik/appel/bosvr	Biscuit apric/apple/forest fr Fruitkick	A0821 B1219	
2225	Voedingsbiscuit Liga Fruitkick Extra pruim/sin.appel&choc.	Biscuit fr Fruitkick Extra	A0821 B1140	
1967	Voedingsbiscuit Liga Groot&Sterk Extra Calcium	Rusk Groot&Sterk Calcium	A0821 B1312	
235	Voedingsbiscuit Liga Groot&Sterk meergranen	Rusk Liga Groot&Sterk meergranen	A0821 B1312	
1965	Voedingsbiscuit Liga Milkbreak alle smaken	Nutritive biscuit Liga Milkbreak	A0821 B1312	
234	Voedingsbiscuit Liga Tweede Stap	Rusk Liga Tweede Stap	A0821 B1312	
1012	Voedingsbiscuit Na- Sanovite	Biscuit digestive low sodium Sanovite	A0821 B1312	
1966	Voedingsbiscuit Nutribreak Grany alle smaken Liga	Rusk Nutribreak Grany all tastes Liga	A0821 B1312	
245	Voedingsbiscuit Sanovite	Biscuit digestive Sanovite	A0821 B1312	
1708	Voedingsbiscuit Switch noten Liga	Biscuits with nuts Switch Liga	A0821 B1219	
1319	Voedingsbiscuit Switch overige smaken Liga	Biscuit several flavours Switch Liga	A0821 B1219	
1242	Vruchten op eigen sap blik/glas	Fruit in own juice canned	A0834 B1140	
194	Vruchten op siroop gemiddeld blik/glas	Fruit in syrup canned	A0834 B1140	
1244	Vruchten op water blik/glas	Fruit in water canned	A0834 B1140	
1243	Vruchten op water max 11% sorbitol blik/glas Bato	Fruit in water max. 11% sorbitol canned	A0834 B1140	
1241	Vruchten op water max 6% sorbitol blik/glas Bato	Fruit in water max. 6% sorbitol canned	A0834 B1140	
2152	Vruchtendrank Coolbest light premium orange	Fruit drink Coolbest light prem. orange	A0130 A0709 A0842 B1339	
536	Vruchtendrank eendrank	Fruitdrink one fruit	A0130 A0709 A0842 B1140	
399	Vruchtendrank frambozen	Fruit drink raspberry	A0130 A0709 A0842 B1494	
1581	Vruchtendrank met zoetstof Punica	Fruit drink w art sweetener Punica	A0130 A0709 A0842 B1140	
385	Vruchtendrank rode bessen	Fruit drink redberry	A0130 A0709 A0842 B1231	
1878	Vruchtendrank Roosvicee Multivit	Drink fruit Roosvicee Multivit	A0130 A0709 A0842 B1140	
1145	Vruchtendrank tweedrank	Fruitdrink two fruits	A0130 A0709 A0842 B1140	
537	Vruchtendrank tweedrank sinas-perzik De Betuwe		A0130 A0709 A0842 B1339	
387	Vruchtendrank zwarte bessen	Fruit drink blackcurrant	A0130 A0709 A0842 B1407	
1463	Vruchtendrank, 2 of meer vruchten	Fruit drink two or more fruits	A0130 A0709 A0841 B1140 C0167 E0123 F0022 G0003 H0136 H0148 J0120 K0003 M0001 N0001 P0024	
866	Vruchtenkoekjes	Sweets fruit flavoured	A0821 B1012	
1003	Vruchtenpasta Dreidoppel	Fruit paste 31-60 g carbohydrate	A0855 B1012	
1334	Vruchtensap geconcentreerd Olvarit p 100 ml	Juice fruit concentrated Olvarit	A0130 A0709 A0841 B1140	
268	Wafel kaas-		A0821 B1201	
1481	Wafel rijst-	Puffed rice wafer	A0821 B1322	
2231	Wafel rijst- m chocolade	Puffed rice wafer w chocolate	A0821 B1322	
713	Wafel stroop-	Treacle waffle	A0821 B1012	
600	Water >100 mg calcium per liter	Water hard >100 mg calcium per litre	A0112 A0709 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
598	Water 0-50 mg calcium per liter	Water soft 0-50 mg calcium per litre	A0112 A0709 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
599	Water 50-100 mg calcium per liter	Water medium 50-100 mg calcium per litre	A0112 A0709 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1885	Water gemiddeld	Water average	A0112 A0709 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
605	Watergruwel Bessola	Barley porridge with raisins Bessola	A0864 B1140	
425	Weidrank Rivella light	Whey drink light Rivella	A0241 A0709 A0842 B1217 C0005 E0123 F0018 G0003 H0108 H0109 H0227 H0260 J0135 K0003 M0001 N0001 P0024	
424	Weidrank Rivella rood	Whey drink red Rivella	A0241 A0709 A0842 B1217	
1294	Weidrank Taksi	Whey drink Taksi	A0241 A0709 A0842 B1217	
2220	Weidrank Taksi z suiker	Whey drink Taksi no sugar added	A0241 A0709 A0842 B1217	
421	Whisky	Whisky	A0200 A0713 A0850 B1324 C0133 E0123 F0014 G0003 H0232 H0270 J0001 K0003 M0001 N0001 P0024	
930	Wijn pleegzusterbloed-	Wine medicinal pleegzusterbloedwijn	A0299 A0712 A0849 B1329 C0140 E0123 F0003 G0003 H0232 H0253 J0104 K0003 M0001 N0001 P0024	
422	Wijn rode	Wine red	A0299 A0712 A0849 B1329 C0140 E0123 F0003 G0003 H0232 H0253 J0104 K0003 M0001 N0001 P0024	
412	Wijn Spaanse zoete	Wine Spanish sweet red	A0299 A0712 A0849 B1329 C0140 E0123 F0003 G0003 H0136 H0232 H0253 J0104 K0003 M0001 N0001 P0024	
423	Wijn witte droge	Wine white dry	A0299 A0712 A0849 B1329 C0140 E0123 F0003 G0003 H0232 H0253 J0104 K0003 M0001 N0001 P0024	
2142	Wijn witte zoete	Wine white sweet	A0299 A0712 A0849 B1329 C0140 E0123 F0003 G0003 H0232 H0253 J0104 K0003 M0001 N0001 P0024	
1616	Wijting bereid in magnetron z toev	Whiting prepared in microwave oven	A0801 B1640	
752	Winegums	Wine gums	A0835 B1012	
68	Witlof gekookt	Chicory boiled	A0152 A0705 A0825 B1552 C0200 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
67	Witlof rauw	Chicory raw	A0152 A0705 A0825 B1552 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
619	Wokkels	Cocktail snacks Wokkels	A0868 B1218	
1202	Worst berliner kalfs- V- Sleegers		A0279 A0714 A0793 B1349	
568	Worst bloed-	Black pudding	A0221 A0798 B1136 C0185 E0151 F0014 G0003 H0227 H0253 J0131 K0003 M0001 N0001 P0024	
700	Worst bloed- Surinaams	Black pudding Surinam	A0221 A0714 A0798 B1136 C0185 E0151 F0014 G0003 H0227 H0253 J0131 K0003 M0001 N0001 P0024 R0385	
567	Worst boterham-	Sausage luncheon meat	A0279 A0714 A0793 B1105 C0268 E0151 F0001 G0003 H0227 H0253 J0131 K0003 M0001 N0001 P0024 Z0018	
2306	Worst boterham- magere	Sausage luncheon meat lean	A0279 A0714 A0793 B1105 C0268 E0151 F0001 G0003 H0227 H0253 J0131 K0003 M0001 N0001 P0024 Z0018	
1166	Worst boterham- Na- Nistria	Sausage luncheon meat low sodium	A0279 A0714 A0793 B1105	
638	Worst cervelaat-	Salami sausage saveloy	A0279 A0714 A0798 B1105 C0268 E0151 F0014 G0003 H0172 H0227 H0253 J0116 K0003 M0001 N0001 P0024 Z0018	
2304	Worst cervelaat- magere	Salami sausage saveloy lean	A0279 A0714 A0793 B1105	
1168	Worst cervelaat- Na- Nistria	Salami sausage saveloy low sodium	A0279 A0714 A0793 B1105	
701	Worst cervelaat- Surinaams	Salami sausage saveloy Surinam	A0279 A0714 A0798 B1105 C0268 E0151 F0014 G0003 H0172 H0227 H0253 J0116 K0003 M0001 N0001 P0024 R0385 Z0018	
1368	Worst droge salam Turks	Sausage dry salam Turkish	A0279 A0714 A0798 B1161	
1367	Worst droge suçuk Turks	Sausage dry suçuk Turkish	A0279 A0714 A0798 B1161	
1909	Worst excl leverproducten gemiddeld	Sausage excl liver average	A0279 A0714 A0798 B1161	
1162	Worst gekookte	Sausage cooked	A0798 B1161	
2303	Worst gekookte magere	Sausage cooked lean	A0798 B1161	
331	Worst gem		A0798 B1161	
796	Worst incl leverproducten gemiddeld	Sausages various types averaged	A0798 B1161	
1167	Worst jacht- Na- Nistria		A0279 A0714 A0793 B1105	
1188	Worst kalfs- Ardenner Na- Sleegers		A0279 A0714 A0793 B1349	
1203	Worst kalfs- Ardenner V- Sleegers		A0279 A0714 A0793 B1349	
1178	Worst kalfs- met tong Na- Nistria		A0279 A0714 A0793 B1349	
1179	Worst kalfs- met tong Na- Sleegers		A0279 A0714 A0793 B1349	
1177	Worst kalfs- Na- Nistria	Calf sausage low sodium Nistria	A0279 A0714 A0793 B1349	
1174	Worst kalfs- V- Nistria		A0279 A0714 A0793 B1349	
566	Worst knak- blik/glas	Sausage frankfurter canned	A0279 A0714 A0798 B1105	
2302	Worst knak- magere blik/glas	Sausage frankfurter lean	A0279 A0714 A0798 B1105	
640	Worst lever-	Liver sausage	A0279 A0716 A0796 C0176	
1238	Worst lever- hausmacher	Liver sausage coarse hausmacher	A0279 A0716 A0796 B1161 C0176	
1696	Worst lever- hausmacher Na-	Liver saus hausmacher l sodium	A0279 A0716 A0796 B1161 C0176	
783	Worst paling-	Sausage with smoked bacon-bits	A0279 A0714 A0798 B1105	
324	Worst rook- gekookt	Sausage smoked cooked	A0279 A0714 A0798 B1105	
329	Worst rook- gekookt		A0279 A0714 A0798 B1105	
2300	Worst rook- magere gekookt	Sausage smoked lean cooked	A0279 A0714 A0798 B1105	
1164	Worst rook- Na- Nistria		A0279 A0714 A0793 B1105	
2301	Worst rook- runder gekookt	Sausage smoked beef cooked	A0279 A0714 A0798 B1201	
1152	Worst salami	Salami	A0279 A0714 A0798 B1105 C0268 E0151 F0014 G0003 H0172 H0227 H0253 J0116 K0003 M0001 N0001 P0024 Z0018	
1239	Worst smeerlever-	Liver pâté sausage	A0279 A0716 A0796 B1161 C0176	
782	Worst thee-	Sausage spiced and smoked	A0279 A0714 A0798 B1105	
1774	Worst tongen-	Sausage tongue	A0279 A0714 A0798 B1105	
2285	Worstjes vegetarisch onbereid Tivall	Sausages vegetarian unprepared	A0800 B1312	
332	Worstsoorten rauw		A0798 B1105	
143	Wortelen blik/glas	Carrots canned	A0152 A0705 A0825 B1227 C0240 E0152 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
72	Wortelen gekookt	Carrots boiled	A0152 A0705 A0825 B1227 C0240 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
1125	Wortelen gekookt Summer Season		A0152 A0705 A0825 B1227	
71	Wortelen rauw	Carrots raw	A0152 A0705 A0825 B1227 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1813	Yakult	Yakult	A0783 B1201	
2265	Yakult light	Yakult light	A0783 B1201	
2111	Yam gekookt	Yam	A0152 A0706 A0829 B1181 C0240 E0152 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
669	Yam rauw	Yam raw	A0152 A0706 A0829 B1181 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1953	Yofu soja p 100 ml Alpro	Yofu soja per 100 ml Alpro	A0800 B1452	
1260	Yoghonaise	Dressing yoghurt based 25% oil	A0859 B1017	
2278	Yoghurt Activia	Yoghurt Activia	A0101 A0721 A0783 B1201	
864	Yoghurt bulgaarse met vruchten pak		A0101 A0721 A0783 B1201	
1826	Yoghurt Fysiq magere met vruchten Mona	Yoghurt Fysiq low fat with fruit Mona	A0101 A0721 A0783 B1201	
1825	Yoghurt Fysiq magere naturel pak Mona	Yoghurt Fysiq low fat natural Mona	A0101 A0721 A0783 B1201	
1502	Yoghurt halfvolle	Yogurt half fat	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0247 H0306 J0131 J0135 K0003 M0001 N0001 P0024	
301	Yoghurt magere	Yoghurt low fat	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0306 H0325 J0131 J0135 K0003 M0001 N0001 P0024	
942	Yoghurt magere Bulgaarse kuip Jacky		A0101 A0721 A0783 B1201	
916	Yoghurt magere Bulgaarse Mona	Yoghurt low fat Bulgarian	A0101 A0721 A0783 B1201	
1833	Yoghurt magere m vr/vanille m zoetst Optimel	Yoghurt l fat w fruit/van w sw Optimel	A0101 A0721 A0783 B1201	
284	Yoghurt magere m vruchten	Yoghurt low fat with fruit	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0117 H0147 H0150 H0158 H0247 H0306 H0325 J0131 J0135 K0003 M0001 N0001 P0024	
2245	Yoghurt magere m vruchten m zoetst Vitalinea	Yoghurt low fat w fruit w sw Vitalinea	A0101 A0721 A0783 B1201	
2244	Yoghurt room- m vruchten	Yoghurt cream- with fruit	A0101 A0721 A0783 B1201	
1721	Yoghurt vanille- halfvolle	Yoghurt/vanilla custard half fat	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0117 H0150 H0158 H0247 H0306 J0131 J0135 K0003 M0001 N0001 P0024	
1830	Yoghurt Vifit volle m vruchten Mona	Yoghurt Vifit with fruit Mona	A0101 A0721 A0783 B1201	
278	Yoghurt volle	Yogurt whole milk	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0306 J0131 J0135 K0003 M0001 N0001 P0024	
300	Yoghurt volle Bulgaarse	Yoghurt whole milk Bulgarian	A0101 A0721 A0783 B1201	
863	Yoghurt volle m vruchten Mona	Yoghurt whole milk with fruit Mona	A0101 A0721 A0783 B1201 C0235 E0103 F0022 G0003 H0101 H0117 H0147 H0150 H0158 H0306 H0325 J0131 J0135 K0003 M0001 N0001 P0024	
906	Yoghurt volle met vruchten Jacky	Yoghurt whole milk with fruit	A0101 A0721 A0783 B1201	
1829	Yoghurt volle naturel Vifit	Yoghurt whole natural Vifit	A0101 A0721 A0783 B1201	
657	Yoghurtdrank	Yoghurt drink	A0101 A0721 A0783 B1201 C0235 E0130 F0022 G0003 H0101 H0117 H0150 H0158 H0297 H0306 H0325 H0362 J0131 J0135 K0003 M0001 N0001 P0024	
2308	Yoghurtdrank Becel pro.activ	Yoghurtdrink Becel pro.activ	A0101 A0721 A0783 B1201	
2255	Yoghurtdrank Fristi m zoetstof	Yoghurt drink Fristi no add sugar	A0101 A0721 A0783 B1201	
1348	Yoghurtdrank Fristi Nutricia		A0101 A0721 A0783 B1201	
1828	Yoghurtdrank Fysiq magere met vruchten Mona	Yoghurt drink Fysiq low fat with fruit M	A0101 A0721 A0783 B1201	
1827	Yoghurtdrank Fysiq magere naturel Mona	Yoghurt drink Fysiq low fat natural Mona	A0101 A0721 A0783 B1201	
2254	Yoghurtdrank m zoetstof	Yoghurt drink no add sugar	A0101 A0721 A0783 B1201	
1834	Yoghurtdrank Optimel m vruchtensap m zoetstof Mona	Yoghurt dr Optimel w fru juice/sugar/art	A0101 A0721 A0783 B1201	
2253	Yoghurtdrank Vifit light m vruchtensap m zoetstof	Yoghurt drink Vifit light w fruit no sug	A0101 A0721 A0783 B1201	
1832	Yoghurtdrank Vifit m vruchtensap	Yoghurt drink Vifit with fruit juice	A0101 A0721 A0783 B1201	
1831	Yoghurtdrank Vifit naturel	Yoghurt drink Vifit natural	A0101 A0721 A0783 B1201	
2023	Yoghurtdrank Yoki drink m zoetstof Mona	Yoghurt drink Yoki drink no ad sugar	A0101 A0721 A0783 B1201	
2039	Yoghurtdrank Yoki drink Mona	Yoghurt drink Yoki drink Mona	A0101 A0721 A0783 B1201	
2256	Yoghurtdrank Yomild drink m vruchtensap	Yoghurt drink Yomild drink w fruitjuice	A0101 A0721 A0783 B1201	
2038	Yoghurtdrank Yomild drink naturel	Yoghurt drink Yomild drink naturel	A0101 A0721 A0783 B1201	
2036	Yoghurtontbijt Goede Morgen naturel Mona	Yoghurt breakfast Goede Morgen naturel	A0101 A0721 A0783 B1201	
2310	Yoghurtproduct Becel pro.activ	Yoghurt product Becel pro.activ	A0101 A0721 A0783 B1201	
2241	Yoghurtsnack Breaker	Yoghurt snack Breaker	A0101 A0721 A0783 B1201	
2243	Yoghurtsnack Breaker Light	Yoghurt snack Breaker Light	A0101 A0721 A0783 B1201	
1610	Zalm bereid in magnetron z toev	Salmon prepared in microwave oven	A0267 A0717 A0801 B2250 C0268 E0131 F0014 G0011 H0003 J0001 K0003 M0001 N0001 P0024	
602	Zalm blik	Salmon canned	A0267 A0717 A0803 B2250 C0268 E0152 F0014 G0001 H0003 J0123 K0018 M0151 N0001 P0024	
1096	Zalm gerookt	Salmon smoked	A0267 A0717 A0801 B2250 C0268 E0131 F0014 G0004 H0003 J0001 K0003 M0001 N0001 P0024	
1587	Zalm rauw	Salmon raw	A0267 A0717 A0801 B2250 C0268 E0131 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
836	Zandtaartjes	Shortbread	A0821 B1312	
840	Zeewier		A0152 A0705 A0825 B2266 C0150 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
1898	Zeewier agar agar gedroogd	Seaweed agar agar dried	A0152 A0705 A0825 B1033 C0150 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1897	Zeewier kelp rauw	Seaweed kelp raw	A0152 A0705 A0825 B1744 C0150 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
1623	Zeewolf bereid in magnetron z toev	Wolf fish prepared in microwave oven	A0267 A0717 A0801 B1222	
590	Zemelen tarwe-	Wheat bran	A0149 A0696 A0814 B1312 C0111 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1593	Zoetstof aspartaam en acesulfaam p tablet	Sweetener art aspartame/acesulfame tab	A0142 A0349 A0636 B3008	
1597	Zoetstof aspartaam en acesulfaam p theelepel	Sweetener art aspartame/acesulfame pow	A0142 A0349 A0636 B3008	
2050	Zoetstof Natrena Gourmet m thaumatine p tablet	Sweetener art w thaumatine tablet	A0118 A0349 A0636 B3305	
1089	Zoetstof Natrena p druppel	Sweetener art liquid p drop Natrena	A0142 A0349 A0636 B2972	
1088	Zoetstof Natrena per tablet p tablet	Sweetener artificial tablet Natrena	A0142 A0349 A0636 B2972	
1591	Zoetstof op aspartaambasis p tablet	Sweetener artificial aspartame tablet	A0142 A0349 A0636 B3008	
1596	Zoetstof op aspartaambasis p theelepel	Sweetener artificial aspartame powder	A0142 A0349 A0636 B3008	
1592	Zoetstof op sacharinebasis p tablet	Sweetener artificial saccharine tablet	A0142 A0349 A0636 B3235	
1598	Zoetstof op sacharinebasis p theelepel	Sweetener artificial saccharine powder	A0142 A0349 A0636 B3235	
1091	Zoetstof per gram poeder		A0237 A0349 A0636 B2972	
1594	Zoetstof sacharine en cyclamaat p tablet	Sweetener art saccharine/cyclamate tab	A0142 A0349 A0636 B3235	
1092	Zoetstof Sionon poeder Bayer	Sweetener artificial sorbitol powder Sio	A0118 A0349 A0636 B3285	
380	Zoetstof sorbitol poeder		A0118 A0349 A0636 B3285	
872	Zonnebloempitten	Sunflower seeds	A0305 A0703 A0823 B1547 C0132 E0150 F0001 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
